"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Time In Status","Points Estimate","Points Estimate Rolled Up","Allocation (drop down)","Browser (drop down)","Browser version (short text)","Capability (list relationship)","Capability (drop down)","Component (drop down)","Component (drop down)","Date (date)","Defect Type (drop down)","Due Date (date)","Environment (drop down)","External ticket ID (short text)","Hierarchy 1 (drop down)","OS (drop down)","Points (drop down)","Primary Feature (tasks)","Progress (manual progress)","Project (drop down)","Qualitative Priority (drop down)","RCA (text)","Related Components Impacted (short text)","Reporter (users)","START DATE (date)","Severity (drop down)","Story Type (drop down)","Target (drop down)","TestCase ID (text)","Type (drop down)","Type (drop down)","Type Of Test Performed (drop down)"
"Feature","86b34w1zu","CHP-1250","Invite collaborators for editing Projects [Bom/Excess]","needs grooming","
 
 
","[]","none","",0,0,"","","Wednesday, December 11th 2024, 4:59:35 pm +05:30","Wednesday, January 29th 2025, 10:18:41 pm +05:30","","","Om Sreenivasan","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[mc1]","[Feature Backlog]","[]","","","","","","","12193 hours",,0,"","","","[86b0re9jt]","","","","","","","","","","","","",0,"","","","","","","","","","","Functional","",""
"Feature","86b4bbr76","CHP-1720","Handling Authorization through Card Fields in fn-db-management lib","needs grooming","Summary
The permissions should be associated with decision-making actions that UI and backend enforce the same.
Acceptance Criteria
Architecture Guidance
API Guidance

","[Pranab Dutta]","none","",0,0,"","","Thursday, March 20th 2025, 5:44:36 pm +05:30","Thursday, March 20th 2025, 6:02:05 pm +05:30","","","Pranab Dutta","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[backend]","[Feature Backlog]","[]","","","","","","","10268 hours",,0,"Roadmap","","","[86b3qhuj7]","","","","","","","","","","","","",0,"","","","","","","","","","","Enabler","",""
"Feature","86b4jhy1y","CHP-1806","Improvement - Setup Redis with TLS in Altir infra","needs grooming","Summary
The Altir Prod Redis should be set up with TLS. The change should be made first in the non-prod environment and then moved to the prod environment.
Acceptance Criteria
Architecture Guidance
Redis configuration changes in non-prod & prod env are required in the Altir env.
The connect service should change the redis connectivity approach.
API Guidance
NA
","[Sergey Us, Pranab Dutta]","none","@Imran Haider  FYI.  ",1,0,"","","Tuesday, April 8th 2025, 1:23:46 pm +05:30","Wednesday, April 9th 2025, 1:44:46 pm +05:30","","","Pranab Dutta","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[backend, infra]","[Feature Backlog]","[]","","","","","","","9817 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","Enabler","",""
"Feature","86b62n3ee","CHP-2698","[Spike] Superset Integration - Authentication approach","needs grooming","Summary
As a developer, I would like to explore the 
Acceptance Criteria
Architecture Guidance
API Guidance
","[]","none","",0,0,"","","Tuesday, August 5th 2025, 5:59:13 pm +05:30","Tuesday, August 5th 2025, 6:00:14 pm +05:30","","","Pranab Dutta","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[backend]","[Feature Backlog]","[]","","","","","","","6956 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b4r9dw8","CHP-1887","Dashboard API","needs product reqs","Summary

The new platform for chip1 has scenarios that need various data aggregations to be presented in dashboard and/or as entity summary. These can be querying various aspects of the system based on different personas and or entities in the system. 

Implement an API that allows data in dashboards to be pulled from various entities. Dashboard can have various aspects/cards, allow composition of responses based on the cards requested. 

Acceptance Criteria

Following would be the outcome for this
An API that will respond with data set needed for each dashboard card. 
An API that will respond with data set needed for each entity summary card.
The inputs for the API can include list of cards needed, the user for which they are needed and any entity applicable (if pulling for a give account)

Architecture Guidance
We can potentially have a single API that acts as a composite API that invokes different services.
The only reason we might want to separate the APIs at entity is considering that some entities are in different micro-services. This could also be solved by having a dashboard service associated with each entity/micro-service and then an overall composite service.
The cards can be configured on backend with any necessary fixed aspects of it. 
We could also have cards organized as card-templates that can help in determining which template to use for what role/entity. 
For all metrics cards keep duration as an input, so it gives us flexibility to call the same card with different input. E.g., for life time vs. last week or last month
The cards to begin with will include




Card
Inputs
 Outputs
Notes
Account Metrics
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not provided user the user id input.
Duration - Default could be all


Total contacts in an account
Total Projects
Total RFQs
Total Quotes
Total Orders
Total Spend (Total of invoice amount)
Total Number of invoices 
Total Parts associated with account* - From part tracker

Transactions Counts
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not provided user the user id input.
Duration - Default could be all
RFQ count
Quote count
Order count
Grouped by a given period. Period could be configured in the card for now or passed as input. The period needed now is month. 
Part Risk breakdown
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not per
Duration - Default could be all
 Parts grouped by risk level

Top Parts by RFQ Count
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not provided user the user id input.
Duration - Default could be all
Count - Default is 5
Return top x parts with 
MPN
RFQ count
Unit count

Account users
AccountId - required
List of users for a give account with

Name
Image
Role

RFQs
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not provided user the user id input.
Status - Optional input
Return the following

RFQ ID
MPN
CPN
Date
Units requested
Status
Total value

Quotes
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not provided user the user id input.
Status - Optional input
Return the following

Quote ID
MPN
CPN
Date
Units requested
Status
Total value

Orders
Type - User/Account
UserId - derived from token if not passed. 
AccountId - Optional, if not provided user the user id input.
Status - Optional input
Return the following

Order ID
MPN
CPN
Date
Units requested
Status
Total value



 
","[Andrei Kuznetcov]","none","The most of dashboard cards are ready and will be deployed as part of release  2025.06.25,  but 3 cards are mocked, as data source should be clarified:   Gross Profit   My activity & Performance   Leader Board   More details:  https://coda.io/d/Chip-1_dWNX8zdEnCk/Dashboard-API_su6rhZgI   ",1,0,"","","Wednesday, April 23rd 2025, 11:08:44 am +05:30","Wednesday, June 25th 2025, 1:20:55 pm +05:30","","","Sai Nagboth","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[backend]","[Feature Backlog]","[]","","","","","","","7945 hours",8,8,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b3rutfp","CHP-1470","Transaction service - Tech debt/minor fixes","created","Configurable and localizable export columns
Review and potentially reduce log volume:
Project mapping
Better exception logging in PartPriceServiceImpl#filterPartPrices and similar cases
Number formatting errors java.lang.NumberFormatException: empty String PartPriceFilterOperation#nonZero and similar cases


","[Nikita Ivanchenko]","none","",0,0,"","","Saturday, February 1st 2025, 5:39:42 am +05:30","Monday, February 3rd 2025, 11:49:04 pm +05:30","","","Nikita Ivanchenko","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","11409 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b3zuhyu","CHP-1555","Phone number in contacts don't have country code in some cases","created","
","[]","none","",0,0,"","","Wednesday, February 19th 2025, 6:22:44 pm +05:30","Wednesday, February 19th 2025, 6:22:46 pm +05:30","","","Alexey Duduk","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","10964 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b4gp0hp","CHP-1778","QE:: [CRM]: Dashboard","created","Summary:
Document/execute the testcases for the feature Dashboard
A user specific dashboard highlighting different things that are important to the user
Dashboard might need to be configured based on the type/role of the user

Acceptance Criteria:
Testcases should be written in BDD format
Get the testcases reviewed by the product team
Make sure testcases are properly prioritised and tagged
Testcases should be added as part of codebase

Design Guidance: 

","[]","none","",0,0,"","","Thursday, April 3rd 2025, 10:43:39 am +05:30","Thursday, April 3rd 2025, 10:47:11 am +05:30","","","Umamahesh","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[qe]","[Feature Backlog]","[]","","","","","","","9939 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b4gp0hr","CHP-1779","QE:: [CRM]: General items","created","Summary:
Document/execute the test cases for the feature 
Compare Parts - Ability to select a set of parts from various places (could be from part info pane) and then compare a list of parts outside of what can be compared in a part
﻿﻿Part Sourcing - Ability for a part to be partially searched and matched against various entities such as transactions, excess lists and external sources

Acceptance Criteria:
Testcases should be written in BDD format
Get the testcases reviewed by the product team
Make sure testcases are properly prioritised and tagged
Testcases should be added as part of codebase

Design Guidance: 

","[]","none","",0,0,"","","Thursday, April 3rd 2025, 10:43:40 am +05:30","Thursday, April 3rd 2025, 10:47:27 am +05:30","","","Umamahesh","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[qe]","[Feature Backlog]","[]","","","","","","","9939 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b4q1tve","CHP-1878","Tariff Impact","created","Summary
Given the recent imposition of Tarffis by US and other countries, it has become a key element for all supply chain planning.  Implement a feature where one can see the impact of a tariffs when seeing a part in the context of project and eventually in a part as well.
Acceptance Criteria
Calculate the tariff applicable for a part based on the country of origin and the assembly location mentioned in the project. As part of this implementation 

Look for HTSUSA code on the part
Capture Assembly location (country) at a Project level
See if the HTSUSA code is in the exception list
If not in exception, compute what tariff is applicable based on the country of origin and assembly location. The assembly location becomes importing country.
Architecture Guidance
Preferably store the tariff mappings in a table for each country against the importing from country along with applicable tariffs. 
Might be good to store the tariff at a line level in the project
For a part when we have to show this, it can be based on an input of ""importing country"" and this can be be provided by UI based on either input or user profile.
","[]","none","",0,0,"","","Saturday, April 19th 2025, 3:48:35 am +05:30","Saturday, April 19th 2025, 5:07:13 am +05:30","","","Sai Nagboth","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","9562 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
